#{"t_start": 1589941649.3167775, "env_id": null}
r,l,t
39.696141,54,2.383616
44.37705,53,3.109159
26.053589,28,3.524157
23.271797,26,3.93922
24.014325,26,4.352589
28.117096,31,4.812443
26.818422,28,5.1998
31.187943,34,5.696924
23.349406,25,6.071873
23.269825,25,6.425122
24.295692,26,6.804996
22.131691,24,7.150397
22.87598,26,7.517757
23.952461,25,7.856718
24.149987,25,8.252555
1929.731743,32,8.7208772224.581172,27,9.0988072622.991934,26,9.4448463127.008698,28,9.84943230.845272,33,10.214636
39.551557,54,10.992828
26.994766,30,11.449627
23.094685,25,11.823333222.875817,24,12.16056
25.226705,28,12.558066
24.617215,26,12.929826
25.844696,28,13.308652226.181199,28,13.758143223.532937,25,14.064448226.090221,29,14.532792225.00419,27,14.934216
29.428341,32,15.263806225.502212,28,15.703835223.894161,25,16.091181226.506772,27,16.502401333.391801,35,18.800905223.815816,26,19.152121229.585186,31,19.545341124.56578,26,19.909732
24.658999,27,20.301317
26.746518,28,20.7224
24.457949,25,21.110661
27.246673,29,21.531622
23.39686,25,21.860709
25.746782,27,22.244672
35.493349,39,22.809116
27.155004,28,23.20605222.640033,25,23.57118
24.621049,26,23.975667
23.576413,26,24.38112
25.178886,27,24.785755
23.473422,25,25.151241
28.876988,31,25.552084
22.164208,25,25.9216552623.082662,25,26.2935322324.337.092061,51,27.034331.129.690395,32,27.495725.341.49295,56,28.344461
30.104407,32,28.806139
27.729989,28,29.201254
22.443596,23,29.546354
36.003567,39,30.084257
23.746377,25,30.448546
24.180465,27,30.843542
23.313056,24,31.18869
26.986002,29,31.647077
25.063784,28,32.039454
30.348263,31,32.473619
27.087943,29,32.809458
24.519594,26,33.163128
29.795414,31,34.661203
23.471471,26,35.070792
24.449709,25,35.430171
26.947903,28,35.860924.325.471201,28,36.282625.422.758984,25,36.676625.327.3854436.13351,43,28.523.046734.64903,35,37.7224.23526.649395,27,38.1531.40123.491969,24,38.5123.78529.16383,31,329.4926.933.527434,34,3938.97120226.088916,29,3924.24601,29.698639,33,422.4436.8741.082344,50,41.122788
28.182615,30,41.568989
28.090934,30,41.989192
24.316814,25,42.332216
28.555785,31,42.75891
19.771059,23,43.039.025625.042673,28,43.425.16625.706237,26,43.7825.40024.363406,25,27.4121.49124.906085,26,34.9522.25025.178878,28,24.822.092124.27931,27,42.559119,435.012629,36,22.154582,225.101445,2521.525396,2323.298602,2729.21603,30,25.425012,221.590725,24,23.256218,223.431927.42023.804496,219.718827.2623.705869,2628.257130.069798,32,48.825.197833.133142,37,49.426.181323.122.590288,23,50.935929.038126,32,51.94644
26.195213,27,52.370691
25.843625,28,52.757599
31.940194,34,53.283412
27.272351,27,53.731925
37.202545,41,54.357109
27.696724,28,54.783978
24.25622,25,55.15952
23.513162,25,55.543565
33.411689,37,56.115228
23.037203,24,56.459892
25.763668,28,56.884253
27.252666,30,57.290302220.697521,24,57.62302
25.550038,27,58.030994
36.078157,39,58.627103
24.254038,26,58.968526
23.272757,24,59.338123
24.018706,26,59.6985835.22.679021,23,60.0129021.25.318814,27,60.3594623.23.972468,24,60.725726.826.028159,28,61.124323.723.841209,25,61.467525.424.133533,25,61.858923.525.823944,26,62.251438.927.262934,30,62.718826.954449,28,63.059836
30.496811,32,63.51638
24.215798,26,63.915202
24.5227.248091,28,64.34729.4025.254161,28,64.78424.0327.877943,30,65.25929.683939,32,66.729166
24.521645,26,67.164661
25.894632,28,67.588952
28.0923.536977,25,68.31424.1923.299065,24,68.62936.93816,37,69.045239
23.499166,25,69.414116
22.20431.716648,34,69.8723.904828,27,70.22248
25.493632.807349,34,70.725.058426.09013,29,71.1523.20529.281535,31,71.627.416122.654146,25,71.919.035119.705422,23,72.223.348122.346103,24,72.625.909535.053905,39,73.221.488624.802509,26,73.623.354639.396025,54,74.454324
34.873574,39,75.026825
